season,date,home_team,away_team,home_goals,away_goals
Championnat D1 2010,16.02.2010,Ksar,Dar Naim,4,0
Championnat D1 2010,13.02.2010,Ksar,ASAC Concorde,0,0
Championnat D1 2010,13.02.2010,Mauritel Mobile,Kedia,2,1
Championnat D1 2010,12.02.2010,SNIM,Tidjikja,0,0
Championnat D1 2010,12.02.2010,Tevragh-Zeina,Nasr Sebkha,3,0
Championnat D1 2010,06.02.2010,ASAC Concorde,Tevragh-Zeina,2,1
Championnat D1 2010,06.02.2010,Tidjikja,Kedia,0,1
Championnat D1 2010,05.02.2010,Ksar,Mauritel Mobile,3,0
Championnat D1 2010,02.02.2010,Nasr Sebkha,SNIM,1,2
Championnat D1 2010,02.02.2010,ASAC Concorde,Tidjikja,2,0
Championnat D1 2010,30.01.2010,Mauritel Mobile,ASAC Concorde,2,2
Championnat D1 2010,29.01.2010,Kedia,Ksar,1,1
Championnat D1 2010,29.01.2010,Nouadhibou,Nasr Sebkha,0,3
Championnat D1 2010,29.01.2010,Tevragh-Zeina,SNIM,0,1
Championnat D1 2010,23.01.2010,Nasr Sebkha,Mauritel Mobile,1,1
Championnat D1 2010,22.01.2010,Kedia,Tevragh-Zeina,0,0
Championnat D1 2010,22.01.2010,SNIM,Nouadhibou,1,1
Championnat D1 2010/2011,18.06.2011,Ksar,Police,4,1
Championnat D1 2010/2011,18.06.2011,Tidjikja,ASAC Concorde,0,2
Championnat D1 2010/2011,14.06.2011,Imraguens,Nouadhibou,1,2
Championnat D1 2010/2011,14.06.2011,SNIM,Tevragh-Zeina,0,0
Championnat D1 2010/2011,04.06.2011,Police,Tidjikja,0,2
Championnat D1 2010/2011,04.06.2011,Tevragh-Zeina,Ksar,1,0
Championnat D1 2010/2011,03.06.2011,ASAC Concorde,Imraguens,1,0
Championnat D1 2010/2011,03.06.2011,Kedia,SNIM,1,2
Championnat D1 2010/2011,10.05.2011,Tevragh-Zeina,Kedia,1,0
Championnat D1 2010/2011,03.05.2011,ASAC Concorde,Tevragh-Zeina,0,3
Championnat D1 2010/2011,30.04.2011,Imraguens,Kedia,1,0
Championnat D1 2010/2011,30.04.2011,Ksar,Nouadhibou,0,2
Championnat D1 2010/2011,29.04.2011,SNIM,ASAC Concorde,2,1
Championnat D1 2010/2011,29.04.2011,Tevragh-Zeina,Police,3,1
Championnat D1 2010/2011,23.04.2011,ASAC Concorde,Nouadhibou,0,0
Championnat D1 2010/2011,23.04.2011,Tidjikja,SNIM,0,1
Championnat D1 2010/2011,22.04.2011,Kedia,Ksar,2,1
Championnat D1 2010/2011,22.04.2011,Police,Imraguens,0,1
Championnat D1 2010/2011,16.04.2011,Ksar,Tidjikja,2,0
Championnat D1 2010/2011,16.04.2011,Nouadhibou,Police,1,0
Championnat D1 2010/2011,15.04.2011,Imraguens,Tevragh-Zeina,0,5
Championnat D1 2010/2011,15.04.2011,Kedia,ASAC Concorde,0,1
Championnat D1 2010/2011,02.04.2011,Tidjikja,Nouadhibou,0,2
Championnat D1 2010/2011,01.04.2011,ASAC Concorde,Ksar,2,0
Championnat D1 2010/2011,01.04.2011,SNIM,Imraguens,1,1
Championnat D1 2010/2011,26.03.2011,Ksar,SNIM,3,2
Championnat D1 2010/2011,26.03.2011,Nouadhibou,Tevragh-Zeina,2,1
Championnat D1 2010/2011,26.03.2011,Tidjikja,Kedia,0,0
Championnat D1 2010/2011,25.03.2011,Police,ASAC Concorde,0,3
Championnat D1 2010/2011,19.03.2011,SNIM,Nouadhibou,0,1
Championnat D1 2010/2011,18.03.2011,Imraguens,Tidjikja,2,0
Championnat D1 2010/2011,18.03.2011,Kedia,Police,2,0
Championnat D1 2010/2011,12.03.2011,Nouadhibou,Kedia,1,0
Championnat D1 2010/2011,12.03.2011,Tevragh-Zeina,Tidjikja,1,0
Championnat D1 2010/2011,11.03.2011,Ksar,Imraguens,2,1
Championnat D1 2010/2011,11.03.2011,Police,SNIM,0,1
Championnat D1 2010/2011,04.03.2011,SNIM,Tidjikja,2,2
Championnat D1 2010/2011,22.02.2011,Nouadhibou,SNIM,1,0
Championnat D1 2010/2011,19.02.2011,Police,Ksar,0,1
Championnat D1 2010/2011,19.02.2011,Tevragh-Zeina,SNIM,2,1
Championnat D1 2010/2011,18.02.2011,ASAC Concorde,Tidjikja,0,2
Championnat D1 2010/2011,18.02.2011,Nouadhibou,Imraguens,3,0
Championnat D1 2010/2011,12.02.2011,Imraguens,ASAC Concorde,0,4
Championnat D1 2010/2011,12.02.2011,Ksar,Tevragh-Zeina,1,3
Championnat D1 2010/2011,11.02.2011,SNIM,Kedia,1,0
Championnat D1 2010/2011,11.02.2011,Tidjikja,Police,1,1
Championnat D1 2010/2011,05.02.2011,ASAC Concorde,SNIM,2,4
Championnat D1 2010/2011,04.02.2011,Kedia,Imraguens,2,1
Championnat D1 2010/2011,04.02.2011,Nouadhibou,Ksar,0,1
Championnat D1 2010/2011,04.02.2011,Police,Tevragh-Zeina,0,0
Championnat D1 2010/2011,29.01.2011,Imraguens,Police,1,2
Championnat D1 2010/2011,29.01.2011,Ksar,Kedia,0,1
Championnat D1 2010/2011,29.01.2011,Nouadhibou,ASAC Concorde,4,0
Championnat D1 2010/2011,22.01.2011,Police,Nouadhibou,0,1
Championnat D1 2010/2011,22.01.2011,Tevragh-Zeina,Imraguens,1,2
Championnat D1 2010/2011,21.01.2011,ASAC Concorde,Kedia,4,0
Championnat D1 2010/2011,21.01.2011,Tidjikja,Ksar,2,2
Championnat D1 2010/2011,15.01.2011,Imraguens,SNIM,1,2
Championnat D1 2010/2011,15.01.2011,Ksar,ASAC Concorde,0,4
Championnat D1 2010/2011,14.01.2011,Kedia,Tevragh-Zeina,0,1
Championnat D1 2010/2011,14.01.2011,Nouadhibou,Tidjikja,2,2
Championnat D1 2010/2011,08.01.2011,Kedia,Tidjikja,1,0
Championnat D1 2010/2011,08.01.2011,Police,ASAC Concorde,0,2
Championnat D1 2010/2011,08.01.2011,SNIM,Ksar,1,1
Championnat D1 2010/2011,07.01.2011,Tevragh-Zeina,Nouadhibou,1,0
Championnat D1 2010/2011,01.01.2011,Police,Kedia,0,1
Championnat D1 2010/2011,01.01.2011,Tidjikja,Imraguens,0,0
Championnat D1 2010/2011,31.12.2010,Tevragh-Zeina,ASAC Concorde,1,0
Championnat D1 2010/2011,25.12.2010,Imraguens,Ksar,1,2
Championnat D1 2010/2011,24.12.2010,Kedia,Nouadhibou,0,3
Championnat D1 2010/2011,24.12.2010,SNIM,Police,2,0
Championnat D1 2010/2011,24.12.2010,Tidjikja,Tevragh-Zeina,0,1
Championnat D1 2011/2012,30.06.2012,Nouadhibou,ASAC Concorde,3,1
Championnat D1 2011/2012,30.06.2012,Tevragh-Zeina,SNIM,2,3
Championnat D1 2011/2012,30.06.2012,Teyarett,Lasa Nouadhibou,1,3
Championnat D1 2011/2012,30.06.2012,Tidjikja,Kedia,4,0
Championnat D1 2011/2012,29.06.2012,ASC Entente,Imraguens,1,0
Championnat D1 2011/2012,29.06.2012,FC Trarza,Ksar,0,0
Championnat D1 2011/2012,29.06.2012,Police,Armee,2,3
Championnat D1 2011/2012,23.06.2012,Ksar,Nouadhibou,1,3
Championnat D1 2011/2012,23.06.2012,Lasa Nouadhibou,ASC Entente,4,2
Championnat D1 2011/2012,23.06.2012,Police,Teyarett,0,0
Championnat D1 2011/2012,23.06.2012,SNIM,Tidjikja,1,0
Championnat D1 2011/2012,22.06.2012,Armee,ASAC Concorde,1,4
Championnat D1 2011/2012,22.06.2012,Imraguens,Tevragh-Zeina,0,3
Championnat D1 2011/2012,22.06.2012,Kedia,FC Trarza,1,0
Championnat D1 2011/2012,16.06.2012,ASAC Concorde,Ksar,4,1
Championnat D1 2011/2012,16.06.2012,ASC Entente,Police,2,4
Championnat D1 2011/2012,16.06.2012,Nouadhibou,Kedia,2,0
Championnat D1 2011/2012,16.06.2012,Tevragh-Zeina,Lasa Nouadhibou,3,1
Championnat D1 2011/2012,15.06.2012,FC Trarza,SNIM,1,1
Championnat D1 2011/2012,15.06.2012,Teyarett,Armee,1,1
Championnat D1 2011/2012,15.06.2012,Tidjikja,Imraguens,2,1
Championnat D1 2011/2012,04.06.2012,Kedia,ASAC Concorde,0,0
Championnat D1 2011/2012,04.06.2012,Police,Tevragh-Zeina,1,3
Championnat D1 2011/2012,04.06.2012,SNIM,Nouadhibou,1,2
Championnat D1 2011/2012,04.06.2012,Teyarett,ASC Entente,1,1
Championnat D1 2011/2012,02.06.2012,Imraguens,FC Trarza,2,0
Championnat D1 2011/2012,01.06.2012,Armee,Ksar,1,3
Championnat D1 2011/2012,01.06.2012,Lasa Nouadhibou,Tidjikja,0,1
Championnat D1 2011/2012,30.05.2012,ASAC Concorde,SNIM,1,0
Championnat D1 2011/2012,30.05.2012,Tevragh-Zeina,Teyarett,2,1
Championnat D1 2011/2012,26.05.2012,FC Trarza,Teyarett,1,2
Championnat D1 2011/2012,22.05.2012,Teyarett,Tidjikja,1,1
Championnat D1 2011/2012,19.05.2012,ASC Entente,Armee,2,2
Championnat D1 2011/2012,19.05.2012,Ksar,Kedia,0,2
Championnat D1 2011/2012,19.05.2012,Nouadhibou,Imraguens,3,0
Championnat D1 2011/2012,19.05.2012,Tidjikja,Police,3,0
Championnat D1 2011/2012,18.05.2012,FC Trarza,Lasa Nouadhibou,5,0
Championnat D1 2011/2012,12.05.2012,Armee,Kedia,1,2
Championnat D1 2011/2012,12.05.2012,Police,FC Trarza,0,1
Championnat D1 2011/2012,11.05.2012,Lasa Nouadhibou,Nouadhibou,0,0
Championnat D1 2011/2012,11.05.2012,SNIM,Ksar,0,0
Championnat D1 2011/2012,10.05.2012,ASC Entente,Tevragh-Zeina,0,2
Championnat D1 2011/2012,10.05.2012,Imraguens,ASAC Concorde,1,1
Championnat D1 2011/2012,06.05.2012,ASAC Concorde,Lasa Nouadhibou,2,0
Championnat D1 2011/2012,06.05.2012,Tevragh-Zeina,Armee,2,1
Championnat D1 2011/2012,06.05.2012,Tidjikja,ASC Entente,3,1
Championnat D1 2011/2012,05.05.2012,Nouadhibou,Police,3,1
Championnat D1 2011/2012,04.05.2012,Kedia,SNIM,1,0
Championnat D1 2011/2012,04.05.2012,Ksar,Imraguens,0,1
Championnat D1 2011/2012,24.04.2012,Police,ASAC Concorde,0,2
Championnat D1 2011/2012,24.04.2012,Tevragh-Zeina,Tidjikja,4,1
Championnat D1 2011/2012,14.04.2012,ASC Entente,FC Trarza,0,1
Championnat D1 2011/2012,14.04.2012,Imraguens,Kedia,0,1
Championnat D1 2011/2012,13.04.2012,Armee,SNIM,0,4
Championnat D1 2011/2012,13.04.2012,Lasa Nouadhibou,Ksar,1,0
Championnat D1 2011/2012,13.04.2012,Teyarett,Nouadhibou,2,3
Championnat D1 2011/2012,07.04.2012,ASAC Concorde,Teyarett,4,1
Championnat D1 2011/2012,07.04.2012,FC Trarza,Tevragh-Zeina,0,1
Championnat D1 2011/2012,07.04.2012,Kedia,Lasa Nouadhibou,1,0
Championnat D1 2011/2012,07.04.2012,Ksar,Police,3,3
Championnat D1 2011/2012,07.04.2012,Nouadhibou,ASC Entente,1,0
Championnat D1 2011/2012,06.04.2012,SNIM,Imraguens,1,1
Championnat D1 2011/2012,06.04.2012,Tidjikja,Armee,1,3
Championnat D1 2011/2012,24.03.2012,ASC Entente,ASAC Concorde,2,2
Championnat D1 2011/2012,24.03.2012,Police,Kedia,1,1
Championnat D1 2011/2012,24.03.2012,Tevragh-Zeina,Nouadhibou,4,1
Championnat D1 2011/2012,24.03.2012,Tidjikja,FC Trarza,0,0
Championnat D1 2011/2012,23.03.2012,Armee,Imraguens,3,1
Championnat D1 2011/2012,23.03.2012,Lasa Nouadhibou,SNIM,1,3
Championnat D1 2011/2012,23.03.2012,Teyarett,Ksar,2,1
Championnat D1 2011/2012,17.03.2012,Armee,FC Trarza,1,1
Championnat D1 2011/2012,17.03.2012,ASAC Concorde,Tevragh-Zeina,1,2
Championnat D1 2011/2012,17.03.2012,Imraguens,Lasa Nouadhibou,2,1
Championnat D1 2011/2012,17.03.2012,SNIM,Police,3,0
Championnat D1 2011/2012,16.03.2012,Kedia,Teyarett,0,0
Championnat D1 2011/2012,16.03.2012,Ksar,ASC Entente,0,1
Championnat D1 2011/2012,16.03.2012,Nouadhibou,Tidjikja,0,0
Championnat D1 2011/2012,10.03.2012,ASC Entente,Kedia,1,2
Championnat D1 2011/2012,10.03.2012,Lasa Nouadhibou,Armee,2,3
Championnat D1 2011/2012,10.03.2012,Tidjikja,ASAC Concorde,2,0
Championnat D1 2011/2012,09.03.2012,FC Trarza,Nouadhibou,0,3
Championnat D1 2011/2012,09.03.2012,Imraguens,Police,0,1
Championnat D1 2011/2012,09.03.2012,Tevragh-Zeina,Ksar,1,0
Championnat D1 2011/2012,09.03.2012,Teyarett,SNIM,2,2
Championnat D1 2011/2012,03.03.2012,ASAC Concorde,FC Trarza,3,0
Championnat D1 2011/2012,03.03.2012,Police,Lasa Nouadhibou,1,1
Championnat D1 2011/2012,03.03.2012,SNIM,ASC Entente,2,1
Championnat D1 2011/2012,03.03.2012,Tevragh-Zeina,Kedia,4,1
Championnat D1 2011/2012,02.03.2012,Ksar,Tidjikja,1,1
Championnat D1 2011/2012,02.03.2012,Nouadhibou,Armee,2,0
Championnat D1 2011/2012,02.03.2012,Teyarett,Imraguens,1,0
Championnat D1 2011/2012,24.02.2012,Police,Tidjikja,2,3
Championnat D1 2011/2012,04.02.2012,Armee,Police,1,3
Championnat D1 2011/2012,04.02.2012,Imraguens,ASC Entente,1,1
Championnat D1 2011/2012,04.02.2012,Ksar,FC Trarza,4,1
Championnat D1 2011/2012,04.02.2012,SNIM,Tevragh-Zeina,2,0
Championnat D1 2011/2012,03.02.2012,ASAC Concorde,Nouadhibou,1,0
Championnat D1 2011/2012,03.02.2012,Kedia,Tidjikja,0,1
Championnat D1 2011/2012,03.02.2012,Lasa Nouadhibou,Teyarett,1,1
Championnat D1 2011/2012,27.01.2012,ASAC Concorde,Armee,6,1
Championnat D1 2011/2012,27.01.2012,ASC Entente,Lasa Nouadhibou,1,0
Championnat D1 2011/2012,27.01.2012,FC Trarza,Kedia,1,0
Championnat D1 2011/2012,27.01.2012,Nouadhibou,Ksar,1,1
Championnat D1 2011/2012,27.01.2012,Tevragh-Zeina,Imraguens,3,0
Championnat D1 2011/2012,27.01.2012,Teyarett,Police,2,3
Championnat D1 2011/2012,27.01.2012,Tidjikja,SNIM,0,2
Championnat D1 2011/2012,21.01.2012,Armee,Teyarett,1,0
Championnat D1 2011/2012,21.01.2012,Imraguens,Tidjikja,1,3
Championnat D1 2011/2012,21.01.2012,SNIM,FC Trarza,4,1
Championnat D1 2011/2012,20.01.2012,Kedia,Nouadhibou,1,1
Championnat D1 2011/2012,20.01.2012,Ksar,ASAC Concorde,1,1
Championnat D1 2011/2012,20.01.2012,Lasa Nouadhibou,Tevragh-Zeina,0,2
Championnat D1 2011/2012,20.01.2012,Police,ASC Entente,2,2
Championnat D1 2011/2012,15.01.2012,FC Trarza,Police,0,1
Championnat D1 2011/2012,07.01.2012,ASC Entente,Teyarett,2,2
Championnat D1 2011/2012,07.01.2012,Ksar,Armee,0,0
Championnat D1 2011/2012,07.01.2012,Nouadhibou,SNIM,1,0
Championnat D1 2011/2012,07.01.2012,Tidjikja,Lasa Nouadhibou,2,2
Championnat D1 2011/2012,06.01.2012,ASAC Concorde,Kedia,2,0
Championnat D1 2011/2012,06.01.2012,FC Trarza,Imraguens,0,1
Championnat D1 2011/2012,06.01.2012,Tevragh-Zeina,Police,3,0
Championnat D1 2011/2012,30.12.2011,Armee,ASC Entente,0,0
Championnat D1 2011/2012,30.12.2011,Imraguens,Nouadhibou,0,1
Championnat D1 2011/2012,30.12.2011,Kedia,Ksar,1,0
Championnat D1 2011/2012,30.12.2011,Lasa Nouadhibou,FC Trarza,0,1
Championnat D1 2011/2012,30.12.2011,SNIM,ASAC Concorde,0,0
Championnat D1 2011/2012,30.12.2011,Teyarett,Tevragh-Zeina,0,7
Championnat D1 2011/2012,23.12.2011,ASAC Concorde,Imraguens,2,3
Championnat D1 2011/2012,23.12.2011,Kedia,Armee,0,1
Championnat D1 2011/2012,23.12.2011,Ksar,SNIM,1,0
Championnat D1 2011/2012,23.12.2011,Nouadhibou,Lasa Nouadhibou,1,2
Championnat D1 2011/2012,23.12.2011,Tevragh-Zeina,ASC Entente,3,0
Championnat D1 2011/2012,23.12.2011,Tidjikja,Teyarett,2,2
Championnat D1 2011/2012,17.12.2011,Armee,Tevragh-Zeina,2,1
Championnat D1 2011/2012,17.12.2011,Imraguens,Ksar,3,3
Championnat D1 2011/2012,17.12.2011,SNIM,Kedia,2,0
Championnat D1 2011/2012,17.12.2011,Teyarett,FC Trarza,0,0
Championnat D1 2011/2012,16.12.2011,ASC Entente,Tidjikja,0,0
Championnat D1 2011/2012,16.12.2011,Lasa Nouadhibou,ASAC Concorde,0,6
Championnat D1 2011/2012,16.12.2011,Police,Nouadhibou,0,2
Championnat D1 2011/2012,10.12.2011,Ksar,Lasa Nouadhibou,2,0
Championnat D1 2011/2012,10.12.2011,SNIM,Armee,1,0
Championnat D1 2011/2012,10.12.2011,Tidjikja,Tevragh-Zeina,0,0
Championnat D1 2011/2012,09.12.2011,ASAC Concorde,Police,2,2
Championnat D1 2011/2012,09.12.2011,FC Trarza,ASC Entente,0,0
Championnat D1 2011/2012,09.12.2011,Kedia,Imraguens,0,0
Championnat D1 2011/2012,09.12.2011,Nouadhibou,Teyarett,2,0
Championnat D1 2011/2012,03.12.2011,Armee,Tidjikja,0,2
Championnat D1 2011/2012,03.12.2011,ASC Entente,Nouadhibou,0,2
Championnat D1 2011/2012,03.12.2011,Imraguens,SNIM,1,2
Championnat D1 2011/2012,03.12.2011,Teyarett,ASAC Concorde,0,1
Championnat D1 2011/2012,02.12.2011,Lasa Nouadhibou,Kedia,0,1
Championnat D1 2011/2012,02.12.2011,Police,Ksar,0,0
Championnat D1 2011/2012,02.12.2011,Tevragh-Zeina,FC Trarza,3,1
Championnat D1 2011/2012,26.11.2011,Imraguens,Armee,1,2
Championnat D1 2011/2012,26.11.2011,Kedia,Police,0,0
Championnat D1 2011/2012,26.11.2011,Ksar,Teyarett,0,0
Championnat D1 2011/2012,26.11.2011,SNIM,Lasa Nouadhibou,3,1
Championnat D1 2011/2012,25.11.2011,ASAC Concorde,ASC Entente,4,0
Championnat D1 2011/2012,25.11.2011,FC Trarza,Tidjikja,1,2
Championnat D1 2011/2012,25.11.2011,Nouadhibou,Tevragh-Zeina,0,1
Championnat D1 2011/2012,19.11.2011,ASC Entente,Ksar,0,2
Championnat D1 2011/2012,19.11.2011,FC Trarza,Armee,0,2
Championnat D1 2011/2012,19.11.2011,Teyarett,Kedia,1,2
Championnat D1 2011/2012,19.11.2011,Tidjikja,Nouadhibou,1,2
Championnat D1 2011/2012,18.11.2011,Lasa Nouadhibou,Imraguens,1,3
Championnat D1 2011/2012,18.11.2011,Police,SNIM,1,5
Championnat D1 2011/2012,18.11.2011,Tevragh-Zeina,ASAC Concorde,0,1
Championnat D1 2011/2012,05.11.2011,Ksar,Tevragh-Zeina,2,3
Championnat D1 2011/2012,05.11.2011,Police,Imraguens,1,1
Championnat D1 2011/2012,05.11.2011,SNIM,Teyarett,0,0
Championnat D1 2011/2012,04.11.2011,Armee,Lasa Nouadhibou,0,0
Championnat D1 2011/2012,04.11.2011,ASAC Concorde,Tidjikja,1,1
Championnat D1 2011/2012,04.11.2011,Kedia,ASC Entente,1,0
Championnat D1 2011/2012,04.11.2011,Nouadhibou,FC Trarza,2,0
Championnat D1 2011/2012,29.10.2011,Armee,Nouadhibou,0,4
Championnat D1 2011/2012,29.10.2011,Imraguens,Teyarett,1,1
Championnat D1 2011/2012,29.10.2011,Tidjikja,Ksar,4,1
Championnat D1 2011/2012,28.10.2011,ASC Entente,SNIM,1,2
Championnat D1 2011/2012,28.10.2011,FC Trarza,ASAC Concorde,2,2
Championnat D1 2011/2012,28.10.2011,Kedia,Tevragh-Zeina,0,0
Championnat D1 2011/2012,28.10.2011,Lasa Nouadhibou,Police,0,0
Championnat D1 2012/2013,22.06.2013,Armee,Nouadhibou,0,10
Championnat D1 2012/2013,22.06.2013,ASAC Concorde,Ksar,0,0
Championnat D1 2012/2013,22.06.2013,Garde Nationale,Tidjikja,1,0
Championnat D1 2012/2013,22.06.2013,Imraguens,Trarza Nadi Sporting,0,0
Championnat D1 2012/2013,22.06.2013,Ittihad Assaba,Kedia,1,1
Championnat D1 2012/2013,22.06.2013,Police,Nouakchott King's,0,0
Championnat D1 2012/2013,21.06.2013,Tevragh-Zeina,SNIM,2,0
Championnat D1 2012/2013,15.06.2013,SNIM,Trarza Nadi Sporting,4,0
Championnat D1 2012/2013,15.06.2013,Tevragh-Zeina,ASAC Concorde,1,1
Championnat D1 2012/2013,14.06.2013,Kedia,Police,0,0
Championnat D1 2012/2013,14.06.2013,Ksar,Garde Nationale,1,0
Championnat D1 2012/2013,14.06.2013,Nouadhibou,Ittihad Assaba,7,0
Championnat D1 2012/2013,14.06.2013,Nouakchott King's,Imraguens,3,0
Championnat D1 2012/2013,14.06.2013,Tidjikja,Armee,4,1
Championnat D1 2012/2013,08.06.2013,ASAC Concorde,SNIM,2,1
Championnat D1 2012/2013,08.06.2013,Ittihad Assaba,Tidjikja,2,0
Championnat D1 2012/2013,08.06.2013,Police,Nouadhibou,1,4
Championnat D1 2012/2013,07.06.2013,Armee,Ksar,1,3
Championnat D1 2012/2013,07.06.2013,Garde Nationale,Tevragh-Zeina,0,1
Championnat D1 2012/2013,07.06.2013,Imraguens,Kedia,0,0
Championnat D1 2012/2013,07.06.2013,Trarza Nadi Sporting,Nouakchott King's,4,1
Championnat D1 2012/2013,01.06.2013,ASAC Concorde,Garde Nationale,1,1
Championnat D1 2012/2013,01.06.2013,Ksar,Ittihad Assaba,1,2
Championnat D1 2012/2013,01.06.2013,SNIM,Nouakchott King's,0,1
Championnat D1 2012/2013,31.05.2013,Kedia,Trarza Nadi Sporting,1,2
Championnat D1 2012/2013,31.05.2013,Nouadhibou,Imraguens,1,0
Championnat D1 2012/2013,31.05.2013,Tevragh-Zeina,Armee,2,1
Championnat D1 2012/2013,31.05.2013,Tidjikja,Police,0,1
Championnat D1 2012/2013,18.05.2013,Armee,ASAC Concorde,0,2
Championnat D1 2012/2013,18.05.2013,Imraguens,Tidjikja,0,5
Championnat D1 2012/2013,18.05.2013,Ittihad Assaba,Tevragh-Zeina,1,0
Championnat D1 2012/2013,18.05.2013,Nouakchott King's,Kedia,1,2
Championnat D1 2012/2013,18.05.2013,Trarza Nadi Sporting,Nouadhibou,2,2
Championnat D1 2012/2013,17.05.2013,Garde Nationale,SNIM,2,2
Championnat D1 2012/2013,17.05.2013,Police,Ksar,0,1
Championnat D1 2012/2013,06.05.2013,ASAC Concorde,Ittihad Assaba,4,0
Championnat D1 2012/2013,06.05.2013,Garde Nationale,Armee,0,0
Championnat D1 2012/2013,06.05.2013,Ksar,Imraguens,5,0
Championnat D1 2012/2013,06.05.2013,Nouadhibou,Nouakchott King's,3,0
Championnat D1 2012/2013,05.05.2013,SNIM,Kedia,1,2
Championnat D1 2012/2013,05.05.2013,Tevragh-Zeina,Police,7,0
Championnat D1 2012/2013,05.05.2013,Tidjikja,Trarza Nadi Sporting,2,1
Championnat D1 2012/2013,01.05.2013,Armee,SNIM,1,0
Championnat D1 2012/2013,01.05.2013,Ittihad Assaba,Garde Nationale,2,0
Championnat D1 2012/2013,01.05.2013,Kedia,Nouadhibou,0,2
Championnat D1 2012/2013,01.05.2013,Nouakchott King's,Tidjikja,0,0
Championnat D1 2012/2013,30.04.2013,Imraguens,Tevragh-Zeina,1,2
Championnat D1 2012/2013,30.04.2013,Police,ASAC Concorde,1,4
Championnat D1 2012/2013,30.04.2013,Trarza Nadi Sporting,Ksar,0,0
Championnat D1 2012/2013,27.04.2013,Armee,Ittihad Assaba,1,0
Championnat D1 2012/2013,27.04.2013,ASAC Concorde,Imraguens,6,0
Championnat D1 2012/2013,27.04.2013,Tidjikja,Kedia,3,0
Championnat D1 2012/2013,26.04.2013,Garde Nationale,Police,2,0
Championnat D1 2012/2013,26.04.2013,Ksar,Nouakchott King's,2,1
Championnat D1 2012/2013,26.04.2013,SNIM,Nouadhibou,1,0
Championnat D1 2012/2013,26.04.2013,Tevragh-Zeina,Trarza Nadi Sporting,0,0
Championnat D1 2012/2013,20.04.2013,Nouadhibou,Tidjikja,3,1
Championnat D1 2012/2013,20.04.2013,Police,Armee,3,2
Championnat D1 2012/2013,19.04.2013,Imraguens,Garde Nationale,0,2
Championnat D1 2012/2013,19.04.2013,Ittihad Assaba,SNIM,2,0
Championnat D1 2012/2013,19.04.2013,Kedia,Ksar,0,1
Championnat D1 2012/2013,19.04.2013,Nouakchott King's,Tevragh-Zeina,1,1
Championnat D1 2012/2013,19.04.2013,Trarza Nadi Sporting,ASAC Concorde,0,1
Championnat D1 2012/2013,06.04.2013,Armee,Imraguens,3,0
Championnat D1 2012/2013,06.04.2013,ASAC Concorde,Nouakchott King's,1,1
Championnat D1 2012/2013,06.04.2013,Tevragh-Zeina,Kedia,2,0
Championnat D1 2012/2013,05.04.2013,Garde Nationale,Trarza Nadi Sporting,0,0
Championnat D1 2012/2013,05.04.2013,Ittihad Assaba,Police,2,1
Championnat D1 2012/2013,05.04.2013,Ksar,Nouadhibou,0,0
Championnat D1 2012/2013,05.04.2013,SNIM,Tidjikja,0,2
Championnat D1 2012/2013,30.03.2013,Imraguens,Ittihad Assaba,0,0
Championnat D1 2012/2013,30.03.2013,Nouakchott King's,Garde Nationale,3,0
Championnat D1 2012/2013,30.03.2013,Police,SNIM,1,1
Championnat D1 2012/2013,29.03.2013,Kedia,ASAC Concorde,0,3
Championnat D1 2012/2013,29.03.2013,Nouadhibou,Tevragh-Zeina,0,0
Championnat D1 2012/2013,29.03.2013,Tidjikja,Ksar,0,3
Championnat D1 2012/2013,29.03.2013,Trarza Nadi Sporting,Armee,0,0
Championnat D1 2012/2013,16.03.2013,Armee,Nouakchott King's,2,1
Championnat D1 2012/2013,16.03.2013,ASAC Concorde,Nouadhibou,1,2
Championnat D1 2012/2013,16.03.2013,Police,Imraguens,1,1
Championnat D1 2012/2013,15.03.2013,Garde Nationale,Kedia,0,0
Championnat D1 2012/2013,15.03.2013,Ittihad Assaba,Trarza Nadi Sporting,0,0
Championnat D1 2012/2013,15.03.2013,SNIM,Ksar,0,1
Championnat D1 2012/2013,15.03.2013,Tevragh-Zeina,Tidjikja,2,0
Championnat D1 2012/2013,09.03.2013,Imraguens,SNIM,0,1
Championnat D1 2012/2013,09.03.2013,Nouakchott King's,Ittihad Assaba,2,3
Championnat D1 2012/2013,09.03.2013,Tidjikja,ASAC Concorde,2,3
Championnat D1 2012/2013,08.03.2013,Kedia,Armee,1,1
Championnat D1 2012/2013,08.03.2013,Ksar,Tevragh-Zeina,0,0
Championnat D1 2012/2013,08.03.2013,Nouadhibou,Garde Nationale,5,1
Championnat D1 2012/2013,08.03.2013,Trarza Nadi Sporting,Police,0,0
Championnat D1 2012/2013,16.02.2013,Nouakchott King's,Police,0,0
Championnat D1 2012/2013,16.02.2013,SNIM,Tevragh-Zeina,1,2
Championnat D1 2012/2013,16.02.2013,Tidjikja,Garde Nationale,2,1
Championnat D1 2012/2013,15.02.2013,Kedia,Ittihad Assaba,1,1
Championnat D1 2012/2013,15.02.2013,Ksar,ASAC Concorde,2,1
Championnat D1 2012/2013,15.02.2013,Nouadhibou,Armee,2,1
Championnat D1 2012/2013,15.02.2013,Trarza Nadi Sporting,Imraguens,0,0
Championnat D1 2012/2013,09.02.2013,ASAC Concorde,Tevragh-Zeina,0,0
